Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Month,Total Energy Generation (TWh)
Germany,2019,9253.98,33145.13,15.56,44.74,24.92,32.03,1511.27,0.35,Sep,8779.98
Germany,2020,3479.98,35439.23,58.92,53.65,34.34,27.01,2914.92,0.34,Apr,3535.73
Germany,2020,8115.56,23999.51,61.59,39.09,22.76,34.31,1564.3,0.26,Aug,7463.32
Germany,2020,5503.2,31033.41,41.06,50.28,40.23,11.89,3310.22,0.18,Dec,5753.45
Germany,2020,7922.08,36601.38,33.63,41.95,34.32,22.27,2713.12,0.08,Feb,7669.12
Germany,2020,9747.87,20840.16,76.18,34.46,37.59,17.64,1929.41,0.2,Jan,9118.23
Germany,2020,5111.89,13249.67,74.1,77.09,33.85,32.21,3183.0,0.34,Jul,4657.06
Germany,2020,9283.38,3170.58,88.6,65.68,56.45,32.48,3630.65,0.28,Jun,8591.43
Germany,2020,7365.25,20768.69,16.11,24.02,35.15,11.26,1832.05,0.45,Mar,7202.96
Germany,2020,5931.7,21162.06,86.02,73.38,44.37,26.01,4738.32,0.09,May,5638.38
Germany,2020,2101.93,40433.86,54.82,62.8,27.84,22.74,4027.55,0.2,Nov,2153.08
Germany,2020,5686.98,33010.96,12.26,59.39,58.59,23.8,487.14,0.22,Oct,5485.85
Germany,2020,4712.13,8726.45,78.69,49.43,28.69,10.06,1306.34,0.12,Sep,4416.71
Germany,2021,9419.97,13910.62,6.21,22.05,34.16,10.88,392.97,0.41,Aug,9350.0
Germany,2021,5781.78,10824.17,78.29,76.39,48.2,11.83,1257.67,0.11,Dec,5816.57
Germany,2021,2434.04,7705.33,85.15,50.33,25.03,15.71,4695.52,0.25,Feb,2251.62
Germany,2021,819.65,32395.29,68.66,47.63,45.88,10.7,1983.5,0.32,Jan,758.29
Germany,2021,1795.7,29030.35,72.05,76.93,25.3,20.5,4538.78,0.16,Jul,1626.01
Germany,2021,9345.28,21221.44,6.46,62.85,42.5,36.76,501.62,0.25,Jun,9443.03
Germany,2021,2390.07,37968.06,55.92,33.96,33.84,38.63,136.51,0.24,Mar,2389.04
Germany,2021,4494.94,6279.32,7.14,13.81,52.44,26.07,3959.59,0.3,May,4365.46
Germany,2021,9696.37,26799.59,72.36,31.47,30.39,18.09,1753.2,0.43,Nov,9954.54
Germany,2021,9336.16,21139.44,47.22,49.21,30.5,19.39,422.64,0.22,Oct,9530.82
Germany,2021,5188.27,26219.67,83.73,70.55,45.9,19.18,2182.62,0.22,Sep,5124.99
Germany,2022,9726.05,6170.82,39.75,14.44,25.92,25.82,4906.79,0.21,Apr,10020.17
Germany,2022,2985.52,27950.76,52.24,14.39,20.16,31.3,2594.7,0.48,Aug,2779.15
Germany,2022,1006.76,18447.52,75.86,16.57,54.3,35.86,1516.65,0.13,Dec,922.99
Germany,2022,4848.18,8567.51,44.8,10.82,25.16,32.44,698.61,0.33,Feb,4559.53
Germany,2022,6219.71,34170.91,5.52,65.82,42.62,10.24,4866.61,0.09,Jan,5651.0
Germany,2022,7098.42,9880.0,25.06,52.15,53.06,26.51,2664.11,0.3,Jul,6954.15
Germany,2022,8805.28,5244.56,83.94,48.71,43.9,12.53,635.49,0.25,Jun,9161.81
Germany,2022,5922.3,45096.26,23.23,59.44,21.67,32.23,3156.08,0.29,Mar,5365.02
Germany,2022,3774.01,9066.57,19.86,67.84,22.38,36.95,4092.6,0.26,May,3465.74
Germany,2022,1365.05,32827.82,59.62,52.06,24.29,16.03,1192.11,0.21,Oct,1321.14
Germany,2022,2975.98,49661.27,68.38,37.57,26.37,34.1,2713.21,0.46,Sep,3095.26
Germany,2023,2639.67,6654.66,71.19,43.15,23.63,22.56,2633.64,0.12,Apr,2500.89
Germany,2023,6319.97,14156.05,36.19,17.33,37.03,16.36,933.15,0.31,Aug,6168.83
Germany,2023,6815.43,11609.13,61.96,36.95,41.81,22.59,2684.69,0.07,Dec,6176.39
Germany,2023,7602.34,21101.53,28.34,74.33,31.43,39.64,2793.84,0.06,Feb,7011.27
Germany,2023,1419.24,47437.3,32.83,75.54,35.85,29.43,2509.95,0.29,Jan,1487.36
Germany,2023,5076.23,33678.13,55.04,75.37,43.61,27.06,3161.72,0.48,Jul,5303.48
Germany,2023,2579.96,17745.18,65.46,64.74,58.24,25.98,1712.57,0.28,Jun,2323.88
Germany,2023,6289.56,14530.39,33.04,21.93,54.73,31.09,2941.67,0.49,May,6558.58
Germany,2023,2287.88,25721.71,42.85,12.16,29.24,26.34,4085.82,0.23,Nov,2278.43
Germany,2023,3075.71,37605.48,42.82,20.78,39.43,30.25,1327.5,0.26,Oct,3168.56
Germany,2023,7880.13,21665.25,23.34,21.25,28.68,12.77,2378.24,0.18,Sep,7629.63
Germany,2024,8015.65,47625.78,44.7,34.66,47.86,31.15,3725.16,0.37,Aug,7834.01
Germany,2024,6165.42,48825.37,70.57,62.24,55.56,24.43,1124.28,0.24,Dec,6000.97
Germany,2024,5209.63,3318.28,14.26,10.67,23.53,34.58,1387.79,0.43,Feb,5209.78
Germany,2024,628.42,42949.42,49.45,24.31,50.34,29.99,3582.04,0.25,Jan,578.74
Germany,2024,6090.93,4948.21,48.97,71.75,48.65,36.08,3388.01,0.21,Jul,5509.22
Germany,2024,5379.94,21512.57,36.46,30.51,44.56,34.27,1279.73,0.2,Jun,5090.44
Germany,2024,9105.18,34686.86,79.28,29.85,48.89,23.06,1516.36,0.2,Mar,9157.1
Germany,2024,2354.1,11843.13,6.53,28.48,53.13,36.12,2529.48,0.2,May,2189.97
Germany,2024,1858.44,39419.37,85.18,21.6,53.95,39.71,2867.84,0.11,Nov,1860.33
Germany,2024,3095.8,19638.13,10.35,72.71,27.7,17.67,4644.97,0.15,Oct,3236.62
Germany,2024,633.48,8800.18,26.73,39.5,40.26,29.88,4779.2,0.38,Sep,579.05
India,2000,4249.14,29331.58,67.65,12.34,31.99,30.58,3661.79,0.2,Apr,4252.92
India,2000,8048.38,46324.22,73.59,54.78,31.48,37.08,1661.75,0.44,Aug,7779.26
India,2000,5669.55,39725.7,65.1,78.97,57.25,20.72,3179.06,0.35,Dec,5840.89
India,2000,1456.92,45290.18,16.57,65.31,51.34,39.36,4455.34,0.46,Feb,1349.94
India,2000,2316.69,44095.09,6.18,48.38,46.58,20.55,3107.0,0.47,Jan,2325.71
India,2000,2480.41,16416.71,70.42,44.71,50.25,21.93,3465.65,0.29,Jul,2544.2
India,2000,8533.18,15478.65,48.69,26.99,24.06,10.16,342.37,0.34,Jun,8888.95
India,2000,3276.56,9194.96,61.76,22.4,55.28,19.92,322.89,0.23,Mar,3284.71
India,2000,1457.32,22484.58,17.75,73.26,59.59,25.36,1569.42,0.11,May,1420.27
India,2000,7541.04,37537.61,32.07,75.35,39.11,14.82,702.6,0.34,Nov,7485.82
India,2000,8193.02,9329.56,46.64,25.62,55.63,15.08,2705.05,0.11,Oct,8441.56
India,2000,5775.93,2932.65,32.93,21.09,40.83,18.88,653.45,0.35,Sep,5692.71
India,2001,8802.42,13139.5,68.46,25.3,40.33,28.87,3043.53,0.16,Apr,7962.3
India,2001,8352.71,35428.45,79.4,22.55,38.47,11.4,1521.91,0.24,Aug,8683.83
India,2001,9950.0,40477.36,18.37,55.91,21.51,23.65,320.73,0.2,Dec,9984.12
India,2001,387.97,25844.66,80.4,13.77,48.95,16.87,1682.84,0.13,Feb,388.54
India,2001,1643.67,28710.52,69.84,76.62,24.44,12.69,1225.39,0.19,Jan,1532.48
India,2001,1750.78,4719.84,81.51,65.85,51.19,22.55,1983.85,0.36,Jul,1748.74
India,2001,2570.27,49703.45,24.81,65.48,56.02,31.77,3902.94,0.45,Jun,2465.09
India,2001,6241.0,4873.79,86.14,56.66,40.84,13.54,1406.01,0.38,Mar,6226.55
India,2001,5549.88,28173.85,76.58,12.45,37.74,12.79,4313.31,0.21,May,5083.63
India,2001,2126.45,43692.14,59.67,28.64,57.74,13.26,4510.13,0.47,Nov,2123.64
India,2001,6209.06,11561.78,30.93,59.01,57.5,34.23,842.67,0.14,Oct,6518.97
India,2002,9831.86,8927.62,45.99,49.39,30.12,21.61,3310.55,0.32,Apr,8919.78
India,2002,723.48,46202.2,66.56,48.99,28.63,39.29,4229.86,0.38,Aug,757.18
India,2002,1926.67,23234.98,13.06,44.62,55.24,34.86,769.09,0.46,Feb,1851.6
India,2002,9548.35,42280.32,65.85,73.73,34.29,27.33,185.9,0.23,Jan,9840.65
India,2002,7867.94,10874.65,45.35,29.19,55.7,15.98,1548.78,0.49,Jul,8004.51
India,2002,6757.1,17655.82,82.09,55.74,34.53,39.49,4325.92,0.1,Jun,6656.1
India,2002,6342.12,29598.33,57.57,16.44,52.78,35.26,3064.41,0.22,Mar,6410.41
India,2002,4933.37,26539.16,11.66,64.07,51.94,30.78,121.48,0.08,May,5090.14
India,2002,6066.07,15493.3,63.08,26.77,49.25,24.81,2387.1,0.1,Nov,5827.19
India,2002,6344.47,5635.63,43.73,47.19,34.27,19.99,282.24,0.23,Oct,6021.25
India,2002,7018.32,21148.24,38.32,51.7,45.38,19.75,4717.75,0.09,Sep,7019.3
India,2003,9526.03,46352.84,78.76,73.58,49.91,29.02,3988.48,0.44,Apr,9727.76
India,2003,3873.32,37616.89,58.61,23.44,21.31,12.82,2017.38,0.11,Aug,3928.87
India,2003,2746.64,9516.83,46.98,69.38,25.83,16.06,4448.89,0.16,Dec,2800.67
India,2003,4148.97,23594.8,57.91,48.49,46.66,30.8,392.99,0.22,Feb,4005.16
India,2003,2371.24,21238.17,28.02,57.72,43.33,35.21,2789.88,0.37,Jan,2425.01
India,2003,4189.24,33740.0,68.21,66.26,52.89,26.29,4474.05,0.07,Jul,3845.85
India,2003,9994.64,9901.62,22.28,23.28,31.26,12.46,4609.08,0.16,Jun,9811.47
India,2003,5339.63,48972.14,19.75,77.82,27.26,16.68,540.64,0.46,Mar,4810.28
India,2003,5552.58,19673.52,8.62,54.86,48.89,34.51,3483.69,0.5,May,5267.67
India,2003,6353.73,46256.48,10.14,21.31,21.48,25.26,1289.14,0.33,Nov,6067.62
India,2003,1280.52,2646.48,23.91,20.39,24.41,18.56,3749.8,0.35,Oct,1228.56
India,2003,1933.24,7153.1,19.55,74.06,20.26,36.32,1849.15,0.31,Sep,1941.59
India,2004,6644.73,16186.7,69.03,56.84,20.17,17.66,2818.28,0.14,Apr,6367.54
India,2004,7254.23,34795.37,68.99,65.24,45.24,13.03,4696.42,0.13,Aug,7017.05
India,2004,1200.36,49174.42,78.25,55.17,45.0,20.61,2850.86,0.29,Dec,1123.09
India,2004,6616.15,1456.03,78.96,73.88,40.35,36.13,4253.06,0.41,Feb,6324.96
India,2004,2073.31,17951.83,31.91,21.51,28.97,19.47,4614.63,0.23,Jan,1936.66
India,2004,5823.59,29406.75,89.36,65.26,38.17,32.95,794.1,0.09,Jul,5305.17
India,2004,8636.29,9170.74,49.55,18.69,32.61,29.5,112.79,0.34,Jun,8554.39
India,2004,5537.28,8348.98,62.58,61.14,25.02,10.27,361.4,0.34,Mar,5538.56
India,2004,667.51,41731.59,19.87,71.14,49.84,17.38,1420.0,0.4,May,662.79
India,2004,4641.42,9538.64,7.64,18.68,25.37,20.72,2433.41,0.28,Nov,4499.97
India,2004,9626.41,43295.6,35.44,49.73,33.89,13.91,2737.88,0.14,Sep,9212.17
India,2005,8170.31,11223.09,74.74,25.62,59.98,38.95,403.26,0.43,Apr,8411.33
India,2005,9891.49,15784.4,55.77,58.04,31.42,18.73,90.49,0.36,Aug,9672.51
India,2005,5698.77,3815.98,33.13,55.83,35.44,16.43,2428.62,0.48,Dec,5538.51
India,2005,8404.92,43624.22,78.54,29.03,58.32,34.58,2682.33,0.42,Feb,7596.76
India,2005,7496.15,22490.07,60.1,46.02,41.16,30.45,2840.99,0.44,Jan,7130.24
India,2005,4016.61,47126.57,48.44,72.5,26.31,32.65,4488.78,0.45,Jul,3844.01
India,2005,9569.33,15248.05,58.57,34.37,31.65,26.58,4679.84,0.37,Jun,9184.87
India,2005,7350.26,1957.96,8.61,42.03,51.9,25.75,1699.44,0.47,Mar,7254.9
India,2005,7638.33,16732.02,67.89,61.12,25.16,13.86,122.78,0.2,May,7485.87
India,2005,8078.47,6848.29,33.26,59.26,46.8,27.11,4766.24,0.21,Nov,8007.26
India,2005,7645.79,27281.44,37.89,26.63,36.5,28.71,3074.88,0.08,Oct,7758.43
India,2005,6573.0,37200.28,22.7,27.77,29.18,33.7,3606.5,0.29,Sep,6717.26
India,2006,7713.33,19983.71,54.28,68.19,26.74,28.95,3887.0,0.1,Apr,7772.87
India,2006,7283.1,9477.7,89.77,73.87,40.59,11.78,3155.12,0.23,Dec,7598.67
India,2006,3734.45,18624.41,30.09,32.11,57.87,36.19,3638.91,0.06,Feb,3371.22
India,2006,8853.96,30426.07,61.11,50.65,37.21,12.96,4610.0,0.17,Jan,8228.58
India,2006,1559.09,28487.28,76.99,17.03,30.81,37.3,2521.57,0.44,Jul,1404.95
India,2006,6376.97,33416.56,41.29,64.17,46.58,18.59,932.34,0.27,Jun,6358.61
India,2006,2158.09,6140.31,70.53,72.48,23.8,27.8,2336.04,0.41,Mar,2232.99
India,2006,7931.75,1579.45,29.51,75.26,44.85,20.81,614.67,0.12,May,7428.26
India,2006,3188.52,29387.22,63.62,71.97,41.67,35.67,4157.78,0.16,Nov,3313.05
India,2006,8966.06,30581.55,71.03,40.99,33.35,32.23,518.33,0.07,Oct,8150.51
India,2006,2236.53,47019.26,19.17,70.49,48.25,29.83,2348.94,0.24,Sep,2326.36
India,2007,7529.89,13217.78,55.62,17.31,44.89,19.64,1623.02,0.44,Apr,7174.05
India,2007,9160.42,13718.1,34.84,77.44,28.86,27.31,1201.87,0.48,Aug,8383.74
India,2007,8496.14,20144.53,14.15,46.26,45.61,27.0,2274.07,0.3,Dec,8265.73
India,2007,648.37,24879.33,61.27,49.73,22.67,29.59,454.4,0.27,Feb,608.51
India,2007,8561.77,43800.21,31.05,71.45,34.17,21.13,2978.42,0.35,Jan,8071.45
India,2007,5111.08,3067.87,13.66,10.04,42.87,18.06,3889.29,0.08,Jul,4835.56
India,2007,801.99,10228.9,78.0,75.05,59.29,27.71,1230.01,0.42,Jun,818.39
India,2007,428.65,33069.74,69.65,31.51,46.13,35.45,1163.46,0.41,Mar,420.45
India,2007,3615.44,17175.49,13.13,46.07,25.29,20.5,2833.29,0.33,May,3422.72
India,2007,2249.84,5304.93,73.68,16.43,35.12,12.24,4119.87,0.08,Nov,2230.83
India,2007,1821.08,47562.91,86.27,43.42,28.41,29.27,1010.35,0.24,Oct,1834.6
India,2007,631.16,1693.56,32.06,60.99,38.88,34.1,2949.53,0.26,Sep,593.85
India,2008,808.23,7710.35,68.68,41.67,46.66,29.1,3473.13,0.21,Apr,777.54
India,2008,4909.26,29778.25,37.09,30.55,21.33,29.65,2985.73,0.12,Aug,4508.09
India,2008,916.33,40315.75,26.98,74.79,24.44,27.67,4109.17,0.2,Dec,849.6
India,2008,4766.54,47852.02,43.81,56.08,39.23,21.91,1694.46,0.42,Feb,4776.87
India,2008,825.83,26761.58,56.0,25.43,46.73,37.67,2496.58,0.08,Jul,765.72
India,2008,7168.16,36567.79,21.33,38.1,53.8,20.62,748.37,0.2,Jun,7016.01
India,2008,5284.57,23373.79,82.86,56.59,34.22,28.97,975.68,0.18,Mar,5318.16
India,2008,3775.54,44244.4,79.39,55.65,59.71,10.08,1004.39,0.38,May,3458.51
India,2008,6489.87,27109.46,75.12,72.91,29.41,27.34,4337.09,0.47,Nov,6393.15
India,2008,5367.14,47673.71,13.85,45.08,33.66,30.35,2358.36,0.37,Oct,5036.98
India,2008,2415.1,7447.96,57.82,79.01,31.53,27.76,2067.81,0.17,Sep,2522.42
India,2009,8863.77,29470.08,38.36,20.15,28.32,34.27,1641.89,0.41,Apr,8620.3
India,2009,3636.98,32921.54,46.98,72.5,33.82,37.06,2333.39,0.45,Aug,3712.99
India,2009,622.47,13006.98,52.99,76.32,41.02,23.99,2920.55,0.46,Dec,611.6
India,2009,543.25,42712.37,50.51,30.19,26.97,30.47,3912.67,0.15,Feb,492.46
India,2009,8298.44,38118.23,77.4,31.42,53.67,35.39,231.9,0.2,Jan,8256.72
India,2009,8348.97,15367.06,49.29,35.26,39.6,35.36,445.91,0.31,Jul,8705.56
India,2009,4383.78,12384.75,62.05,15.06,31.28,39.24,4752.73,0.09,Jun,4341.0
India,2009,3962.12,40963.58,51.85,31.34,32.01,15.96,1894.0,0.47,Mar,4052.77
India,2009,5897.02,16129.99,52.46,54.96,38.75,26.23,2442.28,0.17,May,6089.45
India,2009,5482.64,36659.76,29.56,41.3,41.03,25.74,2708.52,0.36,Nov,5121.95
India,2009,8139.83,44312.96,17.85,51.74,26.05,26.64,4695.54,0.37,Oct,7584.75
India,2009,412.44,35422.55,83.21,17.82,47.47,16.32,974.84,0.45,Sep,408.99
India,2010,6486.32,46952.37,11.3,54.44,33.83,24.98,4544.01,0.05,Apr,6237.6
India,2010,1651.37,16290.19,64.09,39.51,22.52,37.58,2474.53,0.39,Aug,1694.27
India,2010,864.99,23274.86,22.65,37.01,54.43,37.12,3811.52,0.36,Dec,895.27
India,2010,769.97,36352.58,55.02,19.31,58.47,12.9,3637.64,0.06,Feb,733.79
India,2010,6722.62,26616.81,86.03,46.81,46.73,33.23,4688.11,0.26,Jan,6289.22
India,2010,8878.59,40001.77,79.27,34.9,26.61,14.88,1336.83,0.11,Jul,9030.23
India,2010,9937.61,28241.62,26.23,44.43,41.91,11.52,364.85,0.4,Jun,9353.49
India,2010,5191.29,19028.55,60.44,20.62,49.32,14.33,3408.37,0.2,Mar,5312.73
India,2010,268.61,45478.28,29.73,50.82,22.47,22.79,100.37,0.4,May,258.82
India,2010,7091.66,10886.39,20.63,40.69,52.89,20.4,892.1,0.45,Nov,7092.6
India,2010,6285.52,4142.28,83.57,73.51,44.85,27.96,833.01,0.23,Oct,5747.04
India,2010,3664.21,21006.96,76.07,54.32,50.67,39.31,1936.62,0.12,Sep,3640.68
India,2011,9623.52,5016.78,49.77,17.91,41.24,16.34,1830.38,0.19,Apr,9313.31
India,2011,1192.31,7604.22,63.37,12.13,59.45,11.55,3382.51,0.5,Aug,1177.99
India,2011,9105.42,9000.3,28.42,34.96,49.9,39.6,4274.84,0.5,Dec,8424.35
India,2011,2188.6,47468.55,59.4,47.69,37.08,39.31,769.06,0.46,Feb,2211.65
India,2011,6459.04,47399.67,9.48,10.82,59.14,12.5,2985.71,0.26,Jan,6649.06
India,2011,6179.24,5073.05,55.49,17.83,27.21,36.41,4147.68,0.33,Jul,5762.21
India,2011,7019.14,33740.52,53.52,59.45,40.24,26.84,1286.57,0.13,Jun,6418.0
India,2011,928.87,33056.68,14.82,20.84,52.81,23.32,2095.74,0.27,Mar,839.28
India,2011,5871.76,45816.19,77.33,32.16,33.72,24.23,2697.47,0.14,May,5850.01
India,2011,9218.19,6066.31,63.0,18.21,31.03,27.71,1008.9,0.06,Nov,9135.82
India,2011,8987.28,32015.31,12.03,14.12,47.54,10.47,418.46,0.08,Oct,8825.55
India,2012,497.28,16079.05,63.51,24.1,58.29,39.66,2160.06,0.27,Apr,464.85
India,2012,5643.41,17722.56,47.84,68.06,50.91,21.78,363.24,0.47,Aug,5409.98
India,2012,8275.95,28062.07,41.51,16.16,49.37,28.32,685.73,0.11,Dec,8186.33
India,2012,6799.69,6710.18,84.95,64.8,22.19,26.24,3812.98,0.2,Feb,6626.4
India,2012,6338.84,49630.63,80.78,73.63,57.18,12.79,3793.47,0.23,Jan,6644.17
India,2012,8858.74,13093.46,61.15,47.92,39.34,22.42,4343.57,0.32,Jul,8154.17
India,2012,7887.47,17980.0,73.52,79.31,41.06,32.61,830.16,0.21,Jun,7921.16
India,2012,6555.93,920.91,87.05,44.18,26.0,22.21,4220.86,0.31,Mar,6297.94
India,2012,1019.71,31044.18,56.1,52.97,34.82,23.44,154.94,0.26,May,983.23
India,2012,9346.15,41249.17,5.6,58.48,29.26,18.34,4738.23,0.2,Nov,9417.55
India,2012,9310.28,19423.71,59.4,43.73,27.7,27.38,4047.6,0.19,Oct,9346.27
India,2012,3120.58,11911.49,34.6,51.03,25.71,25.1,3638.38,0.13,Sep,3272.52
India,2013,9967.95,18934.03,15.8,41.52,28.91,14.79,2252.79,0.41,Apr,9163.13
India,2013,9687.27,23130.31,42.68,36.72,59.13,16.46,2556.97,0.36,Aug,8869.82
India,2013,6215.63,45369.09,26.0,38.79,42.58,35.7,1528.43,0.34,Dec,6269.4
India,2013,3085.88,3980.67,81.13,40.03,29.34,24.51,1362.24,0.09,Feb,3045.02
India,2013,3611.24,16459.9,86.16,53.97,50.16,20.3,2677.75,0.07,Jan,3398.62
India,2013,4301.33,25074.81,89.37,76.66,37.85,18.59,4013.41,0.1,Jul,3922.44
India,2013,4173.96,11549.88,54.39,55.94,21.98,16.61,3140.04,0.29,Jun,3810.19
India,2013,5870.57,3534.54,61.34,25.31,37.93,17.32,3289.17,0.15,Mar,6070.92
India,2013,8667.62,26588.45,5.16,68.85,43.09,26.84,4686.82,0.2,May,8050.31
India,2013,7224.93,45606.15,22.35,64.2,40.44,18.97,2933.13,0.14,Nov,6852.89
India,2013,5119.73,6305.83,60.18,54.28,26.31,21.03,1109.06,0.19,Oct,4781.82
India,2013,8286.24,33115.39,80.4,35.37,32.74,37.77,3834.59,0.3,Sep,7898.85
India,2014,8092.41,28075.3,9.68,52.02,53.4,20.44,2770.0,0.36,Apr,7367.44
India,2014,258.98,9928.11,37.59,65.72,28.11,11.53,4735.0,0.44,Aug,253.25
India,2014,133.45,41998.11,9.26,49.67,44.04,25.49,3499.54,0.32,Dec,121.46
India,2014,6393.79,11080.78,34.47,43.57,20.56,19.78,843.88,0.15,Feb,6522.01
India,2014,341.87,19015.65,17.13,65.25,48.14,32.2,4725.57,0.08,Jan,319.67
India,2014,8617.47,49898.05,5.29,70.18,51.18,18.77,2286.62,0.06,Jul,8453.75
India,2014,4926.52,29729.32,37.86,15.97,43.85,35.1,217.5,0.08,Jun,5084.23
India,2014,5464.62,15054.48,29.71,56.54,56.18,25.57,412.61,0.21,Mar,5451.68
India,2014,5132.64,33235.94,64.86,19.01,47.6,16.99,4655.56,0.44,May,5029.7
India,2014,7526.53,2638.54,49.05,30.45,21.56,13.81,4034.68,0.47,Nov,7140.04
India,2014,6820.75,7129.87,82.86,46.29,26.87,16.64,2373.28,0.29,Oct,6479.37
India,2014,527.91,49290.16,10.56,64.21,34.81,24.58,4497.55,0.42,Sep,528.13
India,2015,5268.74,20710.52,27.64,28.11,50.63,16.06,938.51,0.25,Apr,5527.55
India,2015,8439.33,31902.66,48.42,57.23,21.99,29.42,4666.74,0.07,Aug,8433.22
India,2015,5484.59,6213.0,44.82,30.62,33.31,12.2,2181.47,0.11,Dec,5395.01
India,2015,7892.52,32940.74,7.73,47.6,32.11,34.43,1130.61,0.09,Feb,7968.27
India,2015,1185.02,15659.75,82.51,57.0,41.58,22.22,2050.55,0.2,Jan,1149.21
India,2015,1920.07,3789.07,82.56,79.69,33.24,15.16,4434.23,0.31,Jul,1745.38
India,2015,8937.3,25122.93,69.42,19.89,25.28,23.14,2291.2,0.15,Jun,8797.38
India,2015,2973.95,27371.97,35.07,49.96,52.46,36.06,1467.34,0.41,Mar,3103.74
India,2015,4224.66,15019.75,54.11,25.15,53.15,18.1,1160.44,0.15,May,3913.28
India,2015,9827.23,15467.09,36.12,71.23,39.02,27.91,2439.34,0.29,Nov,9861.63
India,2015,891.16,31344.41,54.96,59.43,51.47,16.27,1657.07,0.11,Oct,828.9
India,2015,6997.46,29782.46,50.27,14.97,55.83,25.13,3595.94,0.07,Sep,6860.13
India,2016,1932.89,43707.53,41.68,69.04,30.99,25.96,1467.34,0.33,Apr,1767.63
India,2016,8346.68,12234.61,67.84,37.89,58.47,25.76,4957.25,0.33,Aug,8075.88
India,2016,5554.04,33660.74,78.0,16.53,57.86,39.29,4483.13,0.13,Dec,5628.6
India,2016,1097.97,2003.51,55.63,67.12,36.54,28.77,3151.33,0.35,Feb,1045.42
India,2016,6878.75,6727.96,82.17,73.33,59.71,33.03,2482.47,0.45,Jan,6876.94
India,2016,5456.6,17999.68,78.54,22.55,27.98,16.83,507.48,0.25,Jul,5562.01
India,2016,9072.03,18309.65,75.25,18.01,54.04,39.42,68.98,0.06,Jun,9426.53
India,2016,3017.43,7144.55,74.4,74.99,31.5,19.71,3667.67,0.13,Mar,2821.89
India,2016,7860.73,10439.51,45.21,36.06,36.24,27.74,679.79,0.11,May,7545.49
India,2016,7946.61,34998.71,27.12,26.8,31.91,32.74,3482.8,0.37,Nov,7333.63
India,2016,7348.95,11764.23,6.11,79.5,55.16,31.99,4273.87,0.27,Oct,7708.11
India,2016,6780.48,4842.87,23.22,27.95,25.14,15.58,2129.99,0.17,Sep,7045.26
India,2017,1127.44,44346.23,87.01,22.36,25.63,26.85,4319.3,0.14,Apr,1106.01
India,2017,9099.82,37273.73,31.71,57.04,47.69,14.43,4576.87,0.28,Aug,9339.19
India,2017,8302.66,20164.9,25.67,47.02,40.02,10.33,3994.34,0.37,Dec,8121.19
India,2017,2227.22,34518.3,29.55,35.92,50.57,28.8,2437.19,0.3,Feb,2212.83
India,2017,6851.77,8123.14,51.79,24.81,51.13,23.11,732.99,0.25,Jan,6258.19
India,2017,2479.03,44873.4,24.56,27.93,57.14,11.88,460.69,0.47,Jul,2511.98
India,2017,6994.12,29813.91,32.29,33.14,59.67,30.92,879.72,0.36,Jun,6428.69
India,2017,6790.33,28691.3,30.76,31.27,57.7,21.93,4696.0,0.2,Mar,6952.69
India,2017,4130.14,17942.95,52.67,47.8,42.31,35.32,3116.19,0.38,May,4201.61
India,2017,9288.64,46256.02,78.55,13.18,31.6,20.24,4699.79,0.42,Nov,9347.27
India,2017,9640.5,3474.37,31.73,27.6,51.32,22.98,2903.74,0.47,Oct,8728.74
India,2017,4437.41,775.72,53.75,56.02,54.2,33.3,4334.48,0.1,Sep,4195.43
India,2018,9934.27,43851.4,57.26,52.57,31.74,22.25,216.03,0.23,Apr,9332.92
India,2018,6216.81,29945.86,72.04,79.27,44.57,23.5,1454.57,0.4,Aug,5930.96
India,2018,9910.08,6833.93,79.61,51.36,32.63,13.33,4221.49,0.37,Dec,9049.35
India,2018,4549.42,46677.32,44.45,35.53,56.41,35.38,1725.7,0.2,Feb,4733.87
India,2018,8675.27,31839.39,78.56,39.94,51.39,32.99,3290.61,0.29,Jan,8528.4
India,2018,732.03,1520.78,48.39,46.49,51.46,20.11,2424.11,0.29,Jul,692.37
India,2018,3873.36,2162.86,41.77,25.55,44.54,19.14,4648.29,0.41,Jun,3716.67
India,2018,5152.09,24946.34,45.79,41.29,30.2,21.41,3323.98,0.11,Mar,4982.49
India,2018,1937.19,24484.62,46.49,18.23,44.43,26.58,1858.26,0.46,May,1917.99
India,2018,8362.26,27826.15,34.42,15.24,53.07,15.01,3503.48,0.35,Nov,8172.87
India,2018,1898.27,21794.6,39.47,34.44,37.35,34.33,4747.79,0.19,Oct,1970.23
India,2018,5668.24,46591.33,18.87,74.84,56.59,39.51,1307.51,0.5,Sep,5523.95
India,2019,4633.4,25425.83,46.93,76.82,46.19,37.82,707.33,0.21,Apr,4859.62
India,2019,5612.47,20996.32,40.7,39.92,21.53,27.9,1848.85,0.37,Aug,5768.01
India,2019,9959.27,32680.47,58.66,72.46,50.38,30.06,3340.65,0.23,Dec,9274.83
India,2019,6771.0,23781.81,8.18,54.62,57.57,27.81,2948.33,0.15,Feb,7039.06
India,2019,7152.7,35935.4,85.32,71.31,42.78,34.1,4122.88,0.33,Jan,6562.28
